book_id,name,category,author,publisher,discount,price,price_normal,point,description,review,img
261,OpenAI API와 파이썬으로 나만의 챗GPT 만들기,Computer Architecture,오기와라 유이 외,2024.04.19,10%,"21,600원","정가24,000원","1,200p","이 책은 OpenAI API를 활용해 파이썬으로 인공지능 애플리케이션을 개발하는 방법을 알려줍니다. 챗GPT와 API의 기본 개념부터 최신 정보를 활용한 챗봇, 음성 인식과 요약까지 실전 예제를 통해 OpenAI API의 다양한 활용법을 익힐 수 있습니다. 또한 랭체인(LangChain)과 크로마(Chroma) 등을 활용하여 대화형 애플리케이션 개발을 효율화하는 노하우도 배울 수 있습니다. 이 책을 통해 여러분도 인공지능 애플리케이션을 직접 만들 수 있는 개발자로 거듭날 것입니다. ★ 이 책에서 다루는 내용 ★ ◎ 챗GPT와 OpenAI API의 기본 개념과 사용 방법 ◎ 자체 데이터를 학습시킨 챗봇 개발 ◎ 뉴스 기사 자동 생성을 위한 데이터 수집과 요약 ◎ 음성 데이터 텍스트 변환과 요약을 통한 회의록 생성 ◎ 대화 상황을 고려한 맞춤형 챗봇 개발 ◎ PDF 문서 데이터 추출과 시각화 ◎ 랭체인을 활용한 개발 효율화",10,kyobo/book_img_261.jpg
262,할로코드와 함께하는 코딩 모험: 기본편,Computer Architecture,김은아,2024.04.05,10%,"14,400원","정가16,000원",800p,"《할로코드와 함께하는 코딩모험》은 코딩의 첫걸음을 떼는 이들에게 할로코드가 무엇인지 소개부터 시작합니다. 이어서 mblock5 프로그램 설치 방법과 RGB LED를 이용한 신호등 제작, 애니메이션 출력, 타이머 제작 등 다양한 프로젝트를 단계별로 안내합니다. 각 챕터에서는 할로코드의 센서 기능을 심도 있게 다루며, 원자로 불빛 만들기, 캠프파이어 불 피우기 등 창의적인 프로젝트도 제시합니다. 이 책은 단순한 코딩 지침서를 넘어서 다양한 센서와 함께하는 실습 중심의 학습을 제공합니다. 터치 센서로 조명 색깔을 변경하는 방법부터 버튼과 터치를 이용한 암호 시스템, 모션 센서를 활용한 게임 제작까지, 다양한 활동을 포괄합니다. 이러한 활동을 통해 독자들은 코딩을 통한 문제 해결 능력과 창의력까지 키울 수 있습니다. 《할로코드와 함께하는 코딩모험》은 코딩 초보자부터 경험 있는 학습자까지 모두에게 적용할 수 있습니다. 각 챕터마다 명확한 지침을 제공하여, 혼자 또는 친구들과 함께 재미있고 창의적인 프로젝트를 해볼 수 있도록 코딩의 즐거움을 깊이 있게 전달합니다. 할로코드는 중국 선전(深圳, Shenzhen)의 혁신적 기업 ‘Makeblock’에서 코딩 교육의 혁신을 위해 만들어졌습니다. 할로코드와 함께라면 프로그래밍은 더 이상 어렵지 않습니다. 당신의 상상력이 현실이 되는 그 순간을 위해 할로코드가 여기에 준비되어 있습니다. 지금 바로 할로코드와 함께 프로그래밍의 신나는 세계로 여행을 시작해 볼까요?",0.0,kyobo/book_img_262.jpg
263,나는 챗GPT를 이렇게 사용한다,Computer Architecture,김현철,2024.04.08,10%,"17,100원","정가19,000원",950p,"챗GPT의 등장과 활용은 거부할 수 없는 시대적 흐름이다. 이왕 알아야 할 거라면 제대로, 기초부터 탄탄하게 알아 가기를 권한다. 이 책은 챗GPT의 기본 원리부터, 활용법과 용도를 다양하고도 구체적으로 제시하고 있다. 챗GPT에 대해 아는 것이 ‘0’이라고 할지라도 이 책만 있다면 누구나 시작 가능하다! 김현철 목사는 다음세대 전문 사역자로서, 어른 세대가 다음세대와 어떻게 하면 가까워질 수 있는지, 어떻게 하면 그들의 문화를 배울 수 있는지 깊이 연구하고 있다. 그리고 그 결과를 누구보다 즐겁고 재밌게, 따라하기 쉽게 챗GPT 소개법을 알려 주고 있다. 지금 당장 책을 펼쳐 따라해 보라. 챗GPT가 내 손안의 비서가 되어, 당신의 사역을 120% 풍성하게 인도해 줄 것이다.",10,kyobo/book_img_263.jpg
264,생성형AI 프롬프트 디자인 실무,Computer Architecture,노규성 외,2024.04.05,10%,"30,600원","정가34,000원","1,700p","프롬프트 디자인 실무의 핵심 가이드라인부터 시작하여 실제 비즈니스 현장에서 직면하는 다양한 문제들을 해결할 수 있는 구체적이고 실용적인 프롬프트 디자인 기법을 소개한다. 1부에서는 ‘생성형 AI 효율적인 활용법’을 통해 프롬프트 디자인의 심화 지식을 다루며, 2부에서는 ‘생성형 AI로 업무 자동화와 혁신’을 주제로, 실제 업무 현장에서의 적용 사례와 문제 해결 방법을 심도 있게 탐구한다.",0.0,kyobo/book_img_264.jpg
265,코딩 스킬 향상을 위한 핵심 자료구조,Computer Architecture,조동영 외,2024.03.11,10%,"22,500원","정가25,000원","1,250p","이 책의 구성은 기본적으로 다른 자료구조 교재들과 크게 다르지 않다. 1장은 자료구조와 알고리즘에 대해 간단히 설명하고, 2장에서는 자료구조의 C 구현을 위해 필요한 C의 구조화된 자료형들을 정리한다. 그리고 3장부터 10장까지는 주요 자료구조들에 대해 설명한다. 특히 3장부터 6장까지는 선형리스트 자료구조들에 대해 설명하고, 7장부터 10장까지는 비선형 자료구조들에 대해 설명한다. 3장과 4장은 각각 순차리스트와 연결리스트에 대해 설명하고, 5장은 순서리스트의 특별한 형태인 스택과 큐에 대해 설명한다. 그리고 6장에서는 리스트 정렬과 탐색을 다룬다. 7장과 8장은 트리와 이진트리, 그리고 고급 이진탐색트리들에 대해 설명하고, 9장은 그래프, 10장은 해시테이블에 대해 설명한다.",10,kyobo/book_img_265.jpg
266,인공지능 구조 원리 교과서,Computer Architecture,송경빈,2024.03.25,10%,"17,820원","정가19,800원",990p,"인공지능 ICT 정책 담당자가 사업을 진행하며 공부한 바를 정리한 AI 개념 해설서다. 현장에서 직접 겪은 인공지능에 관한 오해와 궁금증을 상세하게 풀어냈다. 단계별 구성, 풍부한 그림 자료 등을 바탕으로 인공지능의 핵심 개념과 원리를 누구라도 쉽고 빠르게 익힐 수 있도록 도와준다. 이 책은 당장 실무에 뛰어들어야 하지만 기초가 전혀 없다고 느끼는 사람이나 일반인과 학생 중에서 인공지능을 알고 싶은 사람에게 인공지능을 올바로 알려 실질적인 도움을 주는 것을 목표로 한다.",10,kyobo/book_img_266.jpg
267,읽기 쉬운 코드,Computer Architecture,마크 시먼,2024.03.25,10%,"29,700원","정가33,000원","1,650p","'좋은 소프트웨어 설계를 하라'는 말에 명확한 답과 방법을 떠올릴 수 있는가? 개발은 명확한 답이 없는 문제를 경험, 직관, 시행착오를 겪으며 점점 만족스러운 설계로 발전시키는 과정이다. 이 과정에서 더 뛰어난 사람들에게 배우기도 하고, 배운 것을 다시 조언해 주기도 한다. 이 책에서는 오랫동안 시도하고 개선한 끝에 검증된 방법들, 그러나 체계적으로 정리되지 않아 흩어져 있던 수많은 답과 방법들을 모아 일관되고 효율적인 방식으로 제시했다. 코드를 복잡하지 않게, 지속 가능하게, 유지/보수하기 쉽게, 인간이 이해할 수 있게 작성할 수 있는 방법과 아이디어들을 이 한 권으로 정리해보자.",10,kyobo/book_img_267.jpg
268,챗GPT API를 활용한 챗봇 만들기,Computer Architecture,이승우,2024.03.20,10%,"28,800원","정가32,000원","1,600p","이 책은 비전공자, 비개발자도 LLM을 기반으로 챗봇을 개발하는 과정을 짧은 기간 안에 효과적으로 체험하도록 고안되었습니다. 딱 필요한 만큼 다루는 파이썬, 프롬프트 엔지니어링, API를 통한 언어 모델과의 대화, 자율적 에이전트 구현, 기억 장치 사용을 단계별로 다루었습니다. 그리고 이러한 지식을 바탕으로 2023년 11월에 발표된 Assistants API 및 GPTs의 동작 원리와 구현 방식 그리고 이 모든 것을 카카오톡에 탑재하는 방법까지 낱낱이 다루었습니다. LLM, GPT API, GPTs, 벡터DB… 가장 최신 기술로 나만의 챗봇을 만드는 가장 쉬운 방법 실습 예제를 나열해 단순히 따라만 하는 게 아닌 원리와 동작 방식을 그림과 자료를 활용해 세세하게 설명했습니다. 낯선 단어도, 막막한 기능도 어디서 어떻게 쓰이는지 바닥부터 다질 수 있도록 꼼꼼하게 살펴봅니다. 생성AI를 응용해 내 서비스를 개발해 보고 싶은 개발자, AI 프로덕트가 만들어지는 과정이 궁금한 기획자, AI를 더 깊이 그리고 더 넓게 학습해 보고 싶은 누구나 이 책을 통해 무겁지 않게 시작할 수 있을 것입니다.",9.58,kyobo/book_img_268.jpg
269,초자동화 시대가 온다,Computer Architecture,롭 윌슨 외,2024.04.04,10%,"19,800원","정가22,000원","1,100p","팬데믹으로 고객과 직원의 상호작용이 디지털 방식으로 전환되면서 초자동화에 대한 관심이 높아졌다. 초자동화를 달성하고 유지하는 데 대화형 AI가 필요하다는 것에 주목한 저자는 대화형 AI가 기업과 인류 전반에 미칠 광범위한 영향에 대해 탐구한다. 20년 이상 대화형 AI 분야에서 쌓아온 인사이트를 제공하면서 대화형 사용자 인터페이스, 컴포저블 아키텍처, 노코드 생성을 활용해 모든 사람이 기술을 효과적으로 사용할 수 있는 전략적 환경을 조성하는 방법을 알려준다. 또한, 모든 기업이 즉시 구현할 수 있는 초자동화 생태계를 구축하기 위한 전략을 배울 수 있다.",10,kyobo/book_img_269.jpg
270,LangChain으로 구현하는 LLM,Computer Architecture,벤 아우파스,2024.03.29,10%,"31,500원","정가35,000원","1,750p","생성형 AI의 개요와 함께 LangChain 프레임워크를 사용한 실질적인 구현 사례까지 모두 10개의 장으로 구성해 포괄적으로 제공하는 책이다. 1장은 생성형 AI가 텍스트, 이미지, 그리고 비디오 처리를 어떻게 혁신적으로 변화시키는지 설명한다. 이 장에서는 LLM(Large Language Model, 거대 언어 모델) 등의 생성 모델을 소개하며, 그 잠재력을 자세히 살펴본다. 2장에서는 LangChain의 프레임워크를 활용한다. 낡은 지식, 행동 제한 그리고 환각의 위험과 같은 한계를 다루며, LangChain이 외부 데이터와 개입을 통합해 더 일관된 AI 응용 프로그램을 어떻게 구현하는지 설명한다. 3장은 환경 설정의 기본 지식을 다루며, Docker, Conda, Pip, Poetry 설치 안내부터 시작한다. OpenAI의 ChatGPT와 Hugging Face와 같은 다양한 공급 업체로부터 모델을 통합하는 방법에 대한 내용과 필요한 API 키를 얻는 과정을 설명한다. 4장에서는 정보 추출을 위한 밀도 체인(Chain of Density)을 알아보고, LangChain 데코레이터(decorator)와 표현 언어에 대한 논의를 통해 사용자 맞춤형 행동을 정의하는 방법을 설명한다. 5장은 ChatGPT와 같은 챗봇의 능력을 향상시키기 위해 검색 증강 생성(RAG, Retrieval-Augmented Generation)과 같은 방법을 설명한다. 6장은 소프트웨어 개발에서 부상하는 LLM의 역할을 조사하며, AI가 코딩 작업을 자동화하고 동적 코딩 비서로서의 역할 가능성을 알아본다. 7장은 생성형 AI와 데이터 과학의 공통점을 탐색하며, LLM이 생산성을 향상시키고 과학적 발견을 촉진할 수 있는 잠재력을 살펴본다. 8장은 미세 조정(fine-tuning)과 프롬프팅(prompting)과 같은 조건화 기술을 알아본다. 9장은 LLM을 실제 응용 프로그램 내에서 배치하는 데 있어서의 복잡성을 다루며, 성능 보장, 규제 요구 사항 충족, 규모에 대한 강건성 및 효과적인 모니터링을 위한 모범 사례를 살펴본다. 10장은 생성형 AI의 잠재적인 발전과 사회 기술적 도전에 대해 자세히 알아본다.",8.75,kyobo/book_img_270.jpg
271,Step by Step 파이토치 딥러닝 프로그래밍 - Part 1,Computer Architecture,김동근,2024.03.14,10%,"25,200원","정가28,000원","1,400p","- 지금은 인공지능 딥러닝 시대 - 딥러닝은 인공 뉴런에 기초한 단일 퍼셉트론, 다층 퍼셉트론을 다루는 전통적인 신경망을 발전시켜 더 깊게 다층으로 쌓아 학습하는 인공지능 분야 - 최근 Tensorflow/Keras(Google), Pytorch(Meta) 등의 다양한 딥러닝 프레임워크가 오픈소스로 제공 - 이 책은 사용자가 가장 많은 메타의 파이토치를 사용한 딥러닝 프로그래밍에 대해 설명 - 파이토치는 Lua 언어기반의 Torch를 파이썬으로 포팅한 오픈소스 딥러닝 프레임워크 - 파이토치의 장점은 일반적인 파이썬 프로그래밍 작성과 유사하게 사용할 수 있으며, 간결하고 직관적이어서 이해하기 쉽고 편리하여, 최근 개발자 및 연구자들 사이에서 인기가 많은 딥러닝 프레임워크 - 이 책은 Part 1과 Part 2로 두 권의 책으로 구성되어 있습니다.",0.0,kyobo/book_img_271.jpg
272,인공지능(AI) Global Market Data: Current Status & Outlook(2024),Computer Architecture,IRS Global 편집부,2024.03.15,10%,"405,000원","정가450,000원","22,500p","다양한 통계와 데이터의 시장분석을 기반 한 비즈니스 의사결정은 기업 성장을 촉진하며, 향후 다가오는 위험을 기회 요소로 바꿀 수 있는 중요한 수단임에 틀림없다. 또한, 국내 기업들이 해외 시장과 자원을 파악하여 글로벌 시장점유율을 확대하기 위해서도 Market Data 분석은 반드시 요구되는 분야이며, 급속도로 변화하는 글로벌 경쟁에서 생존하기 위해서도 신속한 의사결정을 할 수 있는 데이터는 필연적이다. 이에 IRS글로벌은 본서에서 국내외 인공지능(AI) 뿐만 아니라, 최근 핫이슈로 부상하는 생성형 AI, 온디바이스AI 등 세부 분야별 Market Data까지도 조사ㆍ분석하여, 인공지능 업계의 R&D와 경영전략 수립의 기초 자료로 활용될 수 있도록 체계적으로 정리하여 소개하였다.",0.0,kyobo/book_img_272.jpg
273,OpenAI API와 파이썬으로 나만의 챗GPT 만들기,Computer Architecture,오기와라 유이 외,2024.04.19,10%,"21,600원","정가24,000원","1,200p","이 책은 OpenAI API를 활용해 파이썬으로 인공지능 애플리케이션을 개발하는 방법을 알려줍니다. 챗GPT와 API의 기본 개념부터 최신 정보를 활용한 챗봇, 음성 인식과 요약까지 실전 예제를 통해 OpenAI API의 다양한 활용법을 익힐 수 있습니다. 또한 랭체인(LangChain)과 크로마(Chroma) 등을 활용하여 대화형 애플리케이션 개발을 효율화하는 노하우도 배울 수 있습니다. 이 책을 통해 여러분도 인공지능 애플리케이션을 직접 만들 수 있는 개발자로 거듭날 것입니다. ★ 이 책에서 다루는 내용 ★ ◎ 챗GPT와 OpenAI API의 기본 개념과 사용 방법 ◎ 자체 데이터를 학습시킨 챗봇 개발 ◎ 뉴스 기사 자동 생성을 위한 데이터 수집과 요약 ◎ 음성 데이터 텍스트 변환과 요약을 통한 회의록 생성 ◎ 대화 상황을 고려한 맞춤형 챗봇 개발 ◎ PDF 문서 데이터 추출과 시각화 ◎ 랭체인을 활용한 개발 효율화",10,kyobo/book_img_273.jpg
274,할로코드와 함께하는 코딩 모험: 기본편,Computer Architecture,김은아,2024.04.05,10%,"14,400원","정가16,000원",800p,"《할로코드와 함께하는 코딩모험》은 코딩의 첫걸음을 떼는 이들에게 할로코드가 무엇인지 소개부터 시작합니다. 이어서 mblock5 프로그램 설치 방법과 RGB LED를 이용한 신호등 제작, 애니메이션 출력, 타이머 제작 등 다양한 프로젝트를 단계별로 안내합니다. 각 챕터에서는 할로코드의 센서 기능을 심도 있게 다루며, 원자로 불빛 만들기, 캠프파이어 불 피우기 등 창의적인 프로젝트도 제시합니다. 이 책은 단순한 코딩 지침서를 넘어서 다양한 센서와 함께하는 실습 중심의 학습을 제공합니다. 터치 센서로 조명 색깔을 변경하는 방법부터 버튼과 터치를 이용한 암호 시스템, 모션 센서를 활용한 게임 제작까지, 다양한 활동을 포괄합니다. 이러한 활동을 통해 독자들은 코딩을 통한 문제 해결 능력과 창의력까지 키울 수 있습니다. 《할로코드와 함께하는 코딩모험》은 코딩 초보자부터 경험 있는 학습자까지 모두에게 적용할 수 있습니다. 각 챕터마다 명확한 지침을 제공하여, 혼자 또는 친구들과 함께 재미있고 창의적인 프로젝트를 해볼 수 있도록 코딩의 즐거움을 깊이 있게 전달합니다. 할로코드는 중국 선전(深圳, Shenzhen)의 혁신적 기업 ‘Makeblock’에서 코딩 교육의 혁신을 위해 만들어졌습니다. 할로코드와 함께라면 프로그래밍은 더 이상 어렵지 않습니다. 당신의 상상력이 현실이 되는 그 순간을 위해 할로코드가 여기에 준비되어 있습니다. 지금 바로 할로코드와 함께 프로그래밍의 신나는 세계로 여행을 시작해 볼까요?",0.0,kyobo/book_img_274.jpg
275,나는 챗GPT를 이렇게 사용한다,Computer Architecture,김현철,2024.04.08,10%,"17,100원","정가19,000원",950p,"챗GPT의 등장과 활용은 거부할 수 없는 시대적 흐름이다. 이왕 알아야 할 거라면 제대로, 기초부터 탄탄하게 알아 가기를 권한다. 이 책은 챗GPT의 기본 원리부터, 활용법과 용도를 다양하고도 구체적으로 제시하고 있다. 챗GPT에 대해 아는 것이 ‘0’이라고 할지라도 이 책만 있다면 누구나 시작 가능하다! 김현철 목사는 다음세대 전문 사역자로서, 어른 세대가 다음세대와 어떻게 하면 가까워질 수 있는지, 어떻게 하면 그들의 문화를 배울 수 있는지 깊이 연구하고 있다. 그리고 그 결과를 누구보다 즐겁고 재밌게, 따라하기 쉽게 챗GPT 소개법을 알려 주고 있다. 지금 당장 책을 펼쳐 따라해 보라. 챗GPT가 내 손안의 비서가 되어, 당신의 사역을 120% 풍성하게 인도해 줄 것이다.",10,kyobo/book_img_275.jpg
276,생성형AI 프롬프트 디자인 실무,Computer Architecture,노규성 외,2024.04.05,10%,"30,600원","정가34,000원","1,700p","프롬프트 디자인 실무의 핵심 가이드라인부터 시작하여 실제 비즈니스 현장에서 직면하는 다양한 문제들을 해결할 수 있는 구체적이고 실용적인 프롬프트 디자인 기법을 소개한다. 1부에서는 ‘생성형 AI 효율적인 활용법’을 통해 프롬프트 디자인의 심화 지식을 다루며, 2부에서는 ‘생성형 AI로 업무 자동화와 혁신’을 주제로, 실제 업무 현장에서의 적용 사례와 문제 해결 방법을 심도 있게 탐구한다.",0.0,kyobo/book_img_276.jpg
277,코딩 스킬 향상을 위한 핵심 자료구조,Computer Architecture,조동영 외,2024.03.11,10%,"22,500원","정가25,000원","1,250p","이 책의 구성은 기본적으로 다른 자료구조 교재들과 크게 다르지 않다. 1장은 자료구조와 알고리즘에 대해 간단히 설명하고, 2장에서는 자료구조의 C 구현을 위해 필요한 C의 구조화된 자료형들을 정리한다. 그리고 3장부터 10장까지는 주요 자료구조들에 대해 설명한다. 특히 3장부터 6장까지는 선형리스트 자료구조들에 대해 설명하고, 7장부터 10장까지는 비선형 자료구조들에 대해 설명한다. 3장과 4장은 각각 순차리스트와 연결리스트에 대해 설명하고, 5장은 순서리스트의 특별한 형태인 스택과 큐에 대해 설명한다. 그리고 6장에서는 리스트 정렬과 탐색을 다룬다. 7장과 8장은 트리와 이진트리, 그리고 고급 이진탐색트리들에 대해 설명하고, 9장은 그래프, 10장은 해시테이블에 대해 설명한다.",10,kyobo/book_img_277.jpg
278,인공지능 구조 원리 교과서,Computer Architecture,송경빈,2024.03.25,10%,"17,820원","정가19,800원",990p,"인공지능 ICT 정책 담당자가 사업을 진행하며 공부한 바를 정리한 AI 개념 해설서다. 현장에서 직접 겪은 인공지능에 관한 오해와 궁금증을 상세하게 풀어냈다. 단계별 구성, 풍부한 그림 자료 등을 바탕으로 인공지능의 핵심 개념과 원리를 누구라도 쉽고 빠르게 익힐 수 있도록 도와준다. 이 책은 당장 실무에 뛰어들어야 하지만 기초가 전혀 없다고 느끼는 사람이나 일반인과 학생 중에서 인공지능을 알고 싶은 사람에게 인공지능을 올바로 알려 실질적인 도움을 주는 것을 목표로 한다.",10,kyobo/book_img_278.jpg
279,읽기 쉬운 코드,Computer Architecture,마크 시먼,2024.03.25,10%,"29,700원","정가33,000원","1,650p","'좋은 소프트웨어 설계를 하라'는 말에 명확한 답과 방법을 떠올릴 수 있는가? 개발은 명확한 답이 없는 문제를 경험, 직관, 시행착오를 겪으며 점점 만족스러운 설계로 발전시키는 과정이다. 이 과정에서 더 뛰어난 사람들에게 배우기도 하고, 배운 것을 다시 조언해 주기도 한다. 이 책에서는 오랫동안 시도하고 개선한 끝에 검증된 방법들, 그러나 체계적으로 정리되지 않아 흩어져 있던 수많은 답과 방법들을 모아 일관되고 효율적인 방식으로 제시했다. 코드를 복잡하지 않게, 지속 가능하게, 유지/보수하기 쉽게, 인간이 이해할 수 있게 작성할 수 있는 방법과 아이디어들을 이 한 권으로 정리해보자.",10,kyobo/book_img_279.jpg
280,챗GPT API를 활용한 챗봇 만들기,Computer Architecture,이승우,2024.03.20,10%,"28,800원","정가32,000원","1,600p","이 책은 비전공자, 비개발자도 LLM을 기반으로 챗봇을 개발하는 과정을 짧은 기간 안에 효과적으로 체험하도록 고안되었습니다. 딱 필요한 만큼 다루는 파이썬, 프롬프트 엔지니어링, API를 통한 언어 모델과의 대화, 자율적 에이전트 구현, 기억 장치 사용을 단계별로 다루었습니다. 그리고 이러한 지식을 바탕으로 2023년 11월에 발표된 Assistants API 및 GPTs의 동작 원리와 구현 방식 그리고 이 모든 것을 카카오톡에 탑재하는 방법까지 낱낱이 다루었습니다. LLM, GPT API, GPTs, 벡터DB… 가장 최신 기술로 나만의 챗봇을 만드는 가장 쉬운 방법 실습 예제를 나열해 단순히 따라만 하는 게 아닌 원리와 동작 방식을 그림과 자료를 활용해 세세하게 설명했습니다. 낯선 단어도, 막막한 기능도 어디서 어떻게 쓰이는지 바닥부터 다질 수 있도록 꼼꼼하게 살펴봅니다. 생성AI를 응용해 내 서비스를 개발해 보고 싶은 개발자, AI 프로덕트가 만들어지는 과정이 궁금한 기획자, AI를 더 깊이 그리고 더 넓게 학습해 보고 싶은 누구나 이 책을 통해 무겁지 않게 시작할 수 있을 것입니다.",9.58,kyobo/book_img_280.jpg
281,초자동화 시대가 온다,Computer Architecture,롭 윌슨 외,2024.04.04,10%,"19,800원","정가22,000원","1,100p","팬데믹으로 고객과 직원의 상호작용이 디지털 방식으로 전환되면서 초자동화에 대한 관심이 높아졌다. 초자동화를 달성하고 유지하는 데 대화형 AI가 필요하다는 것에 주목한 저자는 대화형 AI가 기업과 인류 전반에 미칠 광범위한 영향에 대해 탐구한다. 20년 이상 대화형 AI 분야에서 쌓아온 인사이트를 제공하면서 대화형 사용자 인터페이스, 컴포저블 아키텍처, 노코드 생성을 활용해 모든 사람이 기술을 효과적으로 사용할 수 있는 전략적 환경을 조성하는 방법을 알려준다. 또한, 모든 기업이 즉시 구현할 수 있는 초자동화 생태계를 구축하기 위한 전략을 배울 수 있다.",10,kyobo/book_img_281.jpg
282,LangChain으로 구현하는 LLM,Computer Architecture,벤 아우파스,2024.03.29,10%,"31,500원","정가35,000원","1,750p","생성형 AI의 개요와 함께 LangChain 프레임워크를 사용한 실질적인 구현 사례까지 모두 10개의 장으로 구성해 포괄적으로 제공하는 책이다. 1장은 생성형 AI가 텍스트, 이미지, 그리고 비디오 처리를 어떻게 혁신적으로 변화시키는지 설명한다. 이 장에서는 LLM(Large Language Model, 거대 언어 모델) 등의 생성 모델을 소개하며, 그 잠재력을 자세히 살펴본다. 2장에서는 LangChain의 프레임워크를 활용한다. 낡은 지식, 행동 제한 그리고 환각의 위험과 같은 한계를 다루며, LangChain이 외부 데이터와 개입을 통합해 더 일관된 AI 응용 프로그램을 어떻게 구현하는지 설명한다. 3장은 환경 설정의 기본 지식을 다루며, Docker, Conda, Pip, Poetry 설치 안내부터 시작한다. OpenAI의 ChatGPT와 Hugging Face와 같은 다양한 공급 업체로부터 모델을 통합하는 방법에 대한 내용과 필요한 API 키를 얻는 과정을 설명한다. 4장에서는 정보 추출을 위한 밀도 체인(Chain of Density)을 알아보고, LangChain 데코레이터(decorator)와 표현 언어에 대한 논의를 통해 사용자 맞춤형 행동을 정의하는 방법을 설명한다. 5장은 ChatGPT와 같은 챗봇의 능력을 향상시키기 위해 검색 증강 생성(RAG, Retrieval-Augmented Generation)과 같은 방법을 설명한다. 6장은 소프트웨어 개발에서 부상하는 LLM의 역할을 조사하며, AI가 코딩 작업을 자동화하고 동적 코딩 비서로서의 역할 가능성을 알아본다. 7장은 생성형 AI와 데이터 과학의 공통점을 탐색하며, LLM이 생산성을 향상시키고 과학적 발견을 촉진할 수 있는 잠재력을 살펴본다. 8장은 미세 조정(fine-tuning)과 프롬프팅(prompting)과 같은 조건화 기술을 알아본다. 9장은 LLM을 실제 응용 프로그램 내에서 배치하는 데 있어서의 복잡성을 다루며, 성능 보장, 규제 요구 사항 충족, 규모에 대한 강건성 및 효과적인 모니터링을 위한 모범 사례를 살펴본다. 10장은 생성형 AI의 잠재적인 발전과 사회 기술적 도전에 대해 자세히 알아본다.",8.75,kyobo/book_img_282.jpg
283,Step by Step 파이토치 딥러닝 프로그래밍 - Part 1,Computer Architecture,김동근,2024.03.14,10%,"25,200원","정가28,000원","1,400p","- 지금은 인공지능 딥러닝 시대 - 딥러닝은 인공 뉴런에 기초한 단일 퍼셉트론, 다층 퍼셉트론을 다루는 전통적인 신경망을 발전시켜 더 깊게 다층으로 쌓아 학습하는 인공지능 분야 - 최근 Tensorflow/Keras(Google), Pytorch(Meta) 등의 다양한 딥러닝 프레임워크가 오픈소스로 제공 - 이 책은 사용자가 가장 많은 메타의 파이토치를 사용한 딥러닝 프로그래밍에 대해 설명 - 파이토치는 Lua 언어기반의 Torch를 파이썬으로 포팅한 오픈소스 딥러닝 프레임워크 - 파이토치의 장점은 일반적인 파이썬 프로그래밍 작성과 유사하게 사용할 수 있으며, 간결하고 직관적이어서 이해하기 쉽고 편리하여, 최근 개발자 및 연구자들 사이에서 인기가 많은 딥러닝 프레임워크 - 이 책은 Part 1과 Part 2로 두 권의 책으로 구성되어 있습니다.",0.0,kyobo/book_img_283.jpg
284,인공지능(AI) Global Market Data: Current Status & Outlook(2024),Computer Architecture,IRS Global 편집부,2024.03.15,10%,"405,000원","정가450,000원","22,500p","다양한 통계와 데이터의 시장분석을 기반 한 비즈니스 의사결정은 기업 성장을 촉진하며, 향후 다가오는 위험을 기회 요소로 바꿀 수 있는 중요한 수단임에 틀림없다. 또한, 국내 기업들이 해외 시장과 자원을 파악하여 글로벌 시장점유율을 확대하기 위해서도 Market Data 분석은 반드시 요구되는 분야이며, 급속도로 변화하는 글로벌 경쟁에서 생존하기 위해서도 신속한 의사결정을 할 수 있는 데이터는 필연적이다. 이에 IRS글로벌은 본서에서 국내외 인공지능(AI) 뿐만 아니라, 최근 핫이슈로 부상하는 생성형 AI, 온디바이스AI 등 세부 분야별 Market Data까지도 조사ㆍ분석하여, 인공지능 업계의 R&D와 경영전략 수립의 기초 자료로 활용될 수 있도록 체계적으로 정리하여 소개하였다.",0.0,kyobo/book_img_284.jpg
285,OpenAI API와 파이썬으로 나만의 챗GPT 만들기,Computer Architecture,오기와라 유이 외,2024.04.19,10%,"21,600원","정가24,000원","1,200p","이 책은 OpenAI API를 활용해 파이썬으로 인공지능 애플리케이션을 개발하는 방법을 알려줍니다. 챗GPT와 API의 기본 개념부터 최신 정보를 활용한 챗봇, 음성 인식과 요약까지 실전 예제를 통해 OpenAI API의 다양한 활용법을 익힐 수 있습니다. 또한 랭체인(LangChain)과 크로마(Chroma) 등을 활용하여 대화형 애플리케이션 개발을 효율화하는 노하우도 배울 수 있습니다. 이 책을 통해 여러분도 인공지능 애플리케이션을 직접 만들 수 있는 개발자로 거듭날 것입니다. ★ 이 책에서 다루는 내용 ★ ◎ 챗GPT와 OpenAI API의 기본 개념과 사용 방법 ◎ 자체 데이터를 학습시킨 챗봇 개발 ◎ 뉴스 기사 자동 생성을 위한 데이터 수집과 요약 ◎ 음성 데이터 텍스트 변환과 요약을 통한 회의록 생성 ◎ 대화 상황을 고려한 맞춤형 챗봇 개발 ◎ PDF 문서 데이터 추출과 시각화 ◎ 랭체인을 활용한 개발 효율화",10,kyobo/book_img_285.jpg
